Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (Month/Day/Year),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,Query Link for Entire Search Output,Result Link for Entire Search Output,Export Date (YYYY/MM/DD) and Time for Entire Search Output
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,ORAL,NDA,216593,XROMI,HYDROXYUREA,2024/04/08,Antimetabolite,1967,NOVA LABORATORIES LTD,2024/04/04-,62484-0015,X6Q56QN5QC,Hydroxyurea,Hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/4b37d336-86da-4363-aef1-34a7d3ba973b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4b37d336-86da-4363-aef1-34a7d3ba973b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4b37d336-86da-4363-aef1-34a7d3ba973b,4b37d336-86da-4363-aef1-34a7d3ba973b,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,208843,Siklos,HYDROXYUREA,2024/01/04,Antimetabolite,1967,MEDUNIK,2018/04/15-; 2020/10/15-,71770-105; 71770-120,X6Q56QN5QC,hydroxyurea,hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/76957c0d-0f98-4376-bb06-eee651adc09d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=76957c0d-0f98-4376-bb06-eee651adc09d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=76957c0d-0f98-4376-bb06-eee651adc09d,76957c0d-0f98-4376-bb06-eee651adc09d,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,016295,HYDREA,HYDROXYUREA,2023/12/13,Antimetabolite,1967,H PHARMA LLC,2009/06/01-,61269-835,X6Q56QN5QC,hydroxyurea,hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/6053c775-68de-45e4-9af9-33b18fd0e140/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6053c775-68de-45e4-9af9-33b18fd0e140,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6053c775-68de-45e4-9af9-33b18fd0e140,6053c775-68de-45e4-9af9-33b18fd0e140,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,016295,DROXIA,HYDROXYUREA,2023/12/13,Antimetabolite,1967,H PHARMA LLC,2009/06/01-,61269-402; 61269-403; 61269-404,X6Q56QN5QC,hydroxyurea,hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a9494409-3571-4a81-9ad3-15ef7cb636a2/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a9494409-3571-4a81-9ad3-15ef7cb636a2,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a9494409-3571-4a81-9ad3-15ef7cb636a2,a9494409-3571-4a81-9ad3-15ef7cb636a2,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,016295,HYDREA,HYDROXYUREA,2022/11/15,Antimetabolite,1967,E R SQUIBB AND SONS L L C,completed:2009/06/01-2025/03/31,0003-0830,X6Q56QN5QC,hydroxyurea,hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/050bd2a2-a125-721a-e366-255c5466f018/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=050bd2a2-a125-721a-e366-255c5466f018,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=050bd2a2-a125-721a-e366-255c5466f018,050bd2a2-a125-721a-e366-255c5466f018,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,016295,DROXIA,HYDROXYUREA,2022/11/15,Antimetabolite,1967,E R SQUIBB AND SONS L L C,completed:2009/06/01-2025/03/31; completed:2009/06/01-2025/05/31,0003-6335; 0003-6336; 0003-6337,X6Q56QN5QC,hydroxyurea,hydroxyurea,X6Q56QN5QC,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/740e054b-faac-7c27-f06d-a56efb699355/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=740e054b-faac-7c27-f06d-a56efb699355,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=740e054b-faac-7c27-f06d-a56efb699355,740e054b-faac-7c27-f06d-a56efb699355,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,011459,Vistaril,HYDROXYZINE PAMOATE,2024/04/29,Antihistamine,,PFIZER LABORATORIES DIV PFIZER INC,1994/11/28-; completed:1968/11/15-2023/12/31,0069-5410; 0069-5420,M20215MUFR,HYDROXYZINE PAMOATE,HYDROXYZINE,30S50YM8OG,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c271f97f-040e-492b-9194-2c8b74675a95/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c271f97f-040e-492b-9194-2c8b74675a95,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c271f97f-040e-492b-9194-2c8b74675a95,c271f97f-040e-492b-9194-2c8b74675a95,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,019942,Intralipid,I. V. FAT EMULSION,2022/07/21,Lipid Emulsion,,BAXTER HEALTHCARE CORPORATION,2004/04/01-,0338-0520,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dd269651-30e8-43f0-880f-484346eaafeb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dd269651-30e8-43f0-880f-484346eaafeb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dd269651-30e8-43f0-880f-484346eaafeb,dd269651-30e8-43f0-880f-484346eaafeb,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,019942,Intralipid,I.V. FAT EMULSION,2024/04/18,Lipid Emulsion,1993,FRESENIUS KABI USA LLC,2004/04/01-,65219-537,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/98460eae-5195-48d2-ab73-00d276879ef6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=98460eae-5195-48d2-ab73-00d276879ef6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=98460eae-5195-48d2-ab73-00d276879ef6,98460eae-5195-48d2-ab73-00d276879ef6,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,020248,Intralipid,I.V. FAT EMULSION,2023/10/13,Lipid Emulsion,1975,FRESENIUS KABI USA LLC,2004/04/01-,65219-539,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/bdcc364b-77b2-4939-8add-03e5396d46c2/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bdcc364b-77b2-4939-8add-03e5396d46c2,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bdcc364b-77b2-4939-8add-03e5396d46c2,bdcc364b-77b2-4939-8add-03e5396d46c2,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,018449,Intralipid,I.V. FAT EMULSION,2023/10/13,Lipid Emulsion,1975,FRESENIUS KABI USA LLC,2004/04/01-,65219-531; 65219-533; 65219-535,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/61e025f1-a38e-4af2-9e18-13ea12977cf5/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=61e025f1-a38e-4af2-9e18-13ea12977cf5,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=61e025f1-a38e-4af2-9e18-13ea12977cf5,61e025f1-a38e-4af2-9e18-13ea12977cf5,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,017643,Intralipid,I.V. FAT EMULSION,2022/07/25,Lipid Emulsion,,BAXTER HEALTHCARE CORP,2014/12/12-,0338-0518,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/069460a5-3e9a-428f-b2dc-3405690f4fd7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=069460a5-3e9a-428f-b2dc-3405690f4fd7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=069460a5-3e9a-428f-b2dc-3405690f4fd7,069460a5-3e9a-428f-b2dc-3405690f4fd7,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,018449,Intralipid,I.V. FAT EMULSION,2022/07/21,Lipid Emulsion,,BAXTER HEALTHCARE CORPORATION,2004/04/01-,0338-0519,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a69c82da-15ba-4d4d-8d7f-871dc3981eb8/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a69c82da-15ba-4d4d-8d7f-871dc3981eb8,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a69c82da-15ba-4d4d-8d7f-871dc3981eb8,a69c82da-15ba-4d4d-8d7f-871dc3981eb8,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,020248,Intralipid,I.V. FAT EMULSION,2022/07/21,Lipid Emulsion,,BAXTER HEALTHCARE CORPORATION,2004/04/01-,0338-0519,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/55609586-f0b4-42e6-8dd9-cd090afb5dca/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=55609586-f0b4-42e6-8dd9-cd090afb5dca,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=55609586-f0b4-42e6-8dd9-cd090afb5dca,55609586-f0b4-42e6-8dd9-cd090afb5dca,,,
HUMAN PRESCRIPTION DRUG LABEL,EMULSION,INTRAVENOUS,NDA,020248,Intralipid,I.V. FAT EMULSION,2019/01/09,Lipid Emulsion,,BAXTER HEALTHCARE CORPORATION,2004/04/01-,0338-0519,241ATL177A,SOYBEAN OIL,SOYBEAN OIL,241ATL177A,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/cbd3396e-6b85-41bf-82d2-940beba86686/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cbd3396e-6b85-41bf-82d2-940beba86686,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=cbd3396e-6b85-41bf-82d2-940beba86686,cbd3396e-6b85-41bf-82d2-940beba86686,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,214900,BREXAFEMME,IBREXAFUNGERP,2023/12/01,Triterpenoid Antifungal,2021,SCYNEXIS INC,2021/07/01-,75788-115,M4NU2SDX3E,IBREXAFUNGERP CITRATE,IBREXAFUNGERP,A92JFM5XNU,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/c33be3a1-c4fd-512c-e053-2995a90a63eb/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c33be3a1-c4fd-512c-e053-2995a90a63eb,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c33be3a1-c4fd-512c-e053-2995a90a63eb,c33be3a1-c4fd-512c-e053-2995a90a63eb,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE; SUSPENSION; TABLET, FILM COATED",ORAL,NDA,205552;210563;217003,Imbruvica,IBRUTINIB,2024/05/09,Kinase Inhibitor,2013,PHARMACYCLICS LLC,2013/11/13-; 2017/12/20-; 2018/02/16-; 2022/08/24-,57962-007; 57962-014; 57962-070; 57962-140; 57962-280; 57962-420; 57962-560,1X70OSD4VX,IBRUTINIB,IBRUTINIB,1X70OSD4VX,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0dfd0279-ff17-4ea9-89be-9803c71bab44/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0dfd0279-ff17-4ea9-89be-9803c71bab44,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0dfd0279-ff17-4ea9-89be-9803c71bab44,0dfd0279-ff17-4ea9-89be-9803c71bab44,,,
HUMAN PRESCRIPTION DRUG LABEL,INJECTION,INTRAVENOUS,NDA,022348,Caldolor,IBUPROFEN,2023/05/17,Nonsteroidal Anti-inflammatory Drug,1974,CUMBERLAND PHARMACEUTICALS INC,2009/06/11-; 2020/01/01-,66220-284; 66220-287,WK2XYI10QM,ibuprofen,ibuprofen,WK2XYI10QM,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/1eaa7790-f1a1-4f51-b10a-cbbaf033f684/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1eaa7790-f1a1-4f51-b10a-cbbaf033f684,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1eaa7790-f1a1-4f51-b10a-cbbaf033f684,1eaa7790-f1a1-4f51-b10a-cbbaf033f684,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,NDA,022519,DUEXIS,IBUPROFEN AND FAMOTIDINE,2023/08/31,Histamine-2 Receptor Antagonist; Nonsteroidal Anti-inflammatory Drug,2011,HORIZON THERAPEUTICS USA INC,completed:2011/12/05-2025/08/31,75987-010,5QZO15J2Z8; WK2XYI10QM,FAMOTIDINE; IBUPROFEN,FAMOTIDINE; IBUPROFEN,5QZO15J2Z8; WK2XYI10QM,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/558b9f26-37b2-423b-932d-25a37afe57ec/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=558b9f26-37b2-423b-932d-25a37afe57ec,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=558b9f26-37b2-423b-932d-25a37afe57ec,558b9f26-37b2-423b-932d-25a37afe57ec,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS,NDA,021903,NEOPROFEN,IBUPROFEN LYSINE,2023/11/02,Nonsteroidal Anti-inflammatory Drug,1974,RECORDATI RARE DISEASES INC,2006/04/13-,55292-122,N01ORX9D6S,ibuprofen lysine,ibuprofen,WK2XYI10QM,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/6f5ede6f-b0b7-4fc8-969e-652f60ead047/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6f5ede6f-b0b7-4fc8-969e-652f60ead047,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6f5ede6f-b0b7-4fc8-969e-652f60ead047,6f5ede6f-b0b7-4fc8-969e-652f60ead047,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,020491,Corvert,IBUTILIDE FUMARATE,2024/01/25,Antiarrhythmic,,PHARMACIA AND UPJOHN COMPANY LLC,1995/12/28-,0009-3794,9L5X4M5L6I,IBUTILIDE FUMARATE,IBUTILIDE,2436VX1U9B,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2428969a-7431-4e94-9503-ad5c680e2ea4/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2428969a-7431-4e94-9503-ad5c680e2ea4,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2428969a-7431-4e94-9503-ad5c680e2ea4,2428969a-7431-4e94-9503-ad5c680e2ea4,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,020491,Corvert,IBUTILIDE FUMARATE,2024/01/25,Antiarrhythmic,,PHARMACIA AND UPJOHN COMPANY LLC,1995/12/28-,0009-3794,9L5X4M5L6I,IBUTILIDE FUMARATE,IBUTILIDE,2436VX1U9B,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b7d717ed-022d-4459-b5e6-098c2a8b7427/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7d717ed-022d-4459-b5e6-098c2a8b7427,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b7d717ed-022d-4459-b5e6-098c2a8b7427,b7d717ed-022d-4459-b5e6-098c2a8b7427,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",SUBCUTANEOUS,NDA,022150,Firazyr,ICATIBANT ACETATE,2024/01/19,Bradykinin B2 Receptor Antagonist,2011,TAKEDA PHARMACEUTICALS AMERICA INC,2011/08/25-,54092-702,325O8467XK,icatibant acetate,icatibant,7PG89G35Q7,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ed6657ca-ab68-477a-9968-e12dc928b540/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ed6657ca-ab68-477a-9968-e12dc928b540,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ed6657ca-ab68-477a-9968-e12dc928b540,ed6657ca-ab68-477a-9968-e12dc928b540,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAPERITONEAL,NDA,021321,EXTRANEAL,"ICODEXTRIN, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",2024/04/22,,2002,BAXTER HEALTHCARE CORPORATION,2002/12/20-,0941-0679,02F3473H9O; 2NX48Z0A9G; 451W47IQ8X; M4I0D6VV5M; TU7HW0W0QT,CALCIUM CHLORIDE; ICODEXTRIN; MAGNESIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,CALCIUM CATION; CHLORIDE ION; ICODEXTRIN; LACTIC ACID; MAGNESIUM CATION; SODIUM CATION,2M83C4R6ZB; 2NX48Z0A9G; 33X04XA5AT; LYR4M0NH37; Q32ZN48698; T6V3LHY838,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d5b85158-b0d6-4855-9d07-8d1b3ad9ab71/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d5b85158-b0d6-4855-9d07-8d1b3ad9ab71,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d5b85158-b0d6-4855-9d07-8d1b3ad9ab71,d5b85158-b0d6-4855-9d07-8d1b3ad9ab71,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,202057,Vascepa,ICOSAPENT ETHYL,2023/04/24,,2012,AMARIN PHARMA INC,2012/10/01-; 2016/09/16-,52937-001; 52937-003; 52937-101,6GC8A4PAYH,icosapent ethyl,icosapent,AAN7QOV9EA,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/9c1a2828-1583-4414-ab22-a60480e8e508/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=9c1a2828-1583-4414-ab22-a60480e8e508,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=9c1a2828-1583-4414-ab22-a60480e8e508,9c1a2828-1583-4414-ab22-a60480e8e508,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INTRAVENOUS,NDA,050734,Idamycin PFS,IDARUBICIN HYDROCHLORIDE,2024/03/11,Anthracycline Topoisomerase Inhibitor,,PFIZER LABORATORIES DIV PFIZER INC,1997/02/17-,0013-2576; 0013-2586; 0013-2596,5VV3MDU5IE,IDARUBICIN HYDROCHLORIDE,IDARUBICIN,ZRP63D75JW,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0a5a6d93-cc1e-4d7f-8da1-446c134503b3/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0a5a6d93-cc1e-4d7f-8da1-446c134503b3,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0a5a6d93-cc1e-4d7f-8da1-446c134503b3,0a5a6d93-cc1e-4d7f-8da1-446c134503b3,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,205858,Zydelig,IDELALISIB,2022/03/01,Kinase Inhibitor,2014,GILEAD SCIENCES INC,2014/07/23-,61958-1701; 61958-1702,YG57I8T5M0,IDELALISIB,IDELALISIB,YG57I8T5M0,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/efbdafa9-d18c-4e85-b4a2-1e620fc74e50/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=efbdafa9-d18c-4e85-b4a2-1e620fc74e50,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=efbdafa9-d18c-4e85-b4a2-1e620fc74e50,efbdafa9-d18c-4e85-b4a2-1e620fc74e50,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA,019763,IFOSFAMIDE,IFOSFAMIDE,2019/10/30,Alkylating Drug,1988,BAXTER HEALTHCARE CORPORATION,1988/12/30-,10019-927; 10019-929,UM20QQM95Y,IFOSFAMIDE,IFOSFAMIDE,UM20QQM95Y,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/efb1d03b-2d91-406e-8110-d3a58b8fa7cc/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=efb1d03b-2d91-406e-8110-d3a58b8fa7cc,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=efb1d03b-2d91-406e-8110-d3a58b8fa7cc,efb1d03b-2d91-406e-8110-d3a58b8fa7cc,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA,019763,IFOSFAMIDE,IFOSFAMIDE,2018/07/30,Alkylating Drug,1988,BAXTER HEALTHCARE CORPORATION,1988/12/30-,10019-925; 10019-926,UM20QQM95Y,IFOSFAMIDE,IFOSFAMIDE,UM20QQM95Y,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/91e433a9-6800-43a6-ac13-a49a04a5aecd/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=91e433a9-6800-43a6-ac13-a49a04a5aecd,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=91e433a9-6800-43a6-ac13-a49a04a5aecd,91e433a9-6800-43a6-ac13-a49a04a5aecd,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,NDA,019763,IFEX,IFOSFAMIDE,2018/07/26,Alkylating Drug,1988,BAXTER HEALTHCARE CORPORATION,1988/12/30-,0338-3991; 0338-3993,UM20QQM95Y,IFOSFAMIDE,IFOSFAMIDE,UM20QQM95Y,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b7241707-7538-4d1a-91e7-3a25a91e0b9a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7241707-7538-4d1a-91e7-3a25a91e0b9a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b7241707-7538-4d1a-91e7-3a25a91e0b9a,b7241707-7538-4d1a-91e7-3a25a91e0b9a,,,
HUMAN PRESCRIPTION DRUG LABEL,KIT; TABLET,ORAL,NDA,022192,Fanapt,ILOPERIDONE,2024/04/08,Atypical Antipsychotic,2009,VANDA PHARMACEUTICALS INC,2015/09/15-; 2015/12/01-; 2015/12/15-; 2016/01/15-; 2016/05/01-,43068-101; 43068-102; 43068-104; 43068-106; 43068-108; 43068-110; 43068-112; 43068-113; 43068-901; 43068-902; 43068-903,VPO7KJ050N,ILOPERIDONE,ILOPERIDONE,VPO7KJ050N,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/33f60b40-3fca-11de-8f56-0002a5d5c51b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=33f60b40-3fca-11de-8f56-0002a5d5c51b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=33f60b40-3fca-11de-8f56-0002a5d5c51b,33f60b40-3fca-11de-8f56-0002a5d5c51b,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRAVENOUS,NDA,217933,AURLUMYN,ILOPROST,2024/03/11,Prostacycline,2004,EICOS SCIENCES INC,2024/05/01-,83226-2001,JED5K35YGL,ILOPROST,ILOPROST,JED5K35YGL,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f3306add-2edd-8494-e053-2a95a90a7a78/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f3306add-2edd-8494-e053-2a95a90a7a78,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f3306add-2edd-8494-e053-2a95a90a7a78,f3306add-2edd-8494-e053-2a95a90a7a78,,,
HUMAN PRESCRIPTION DRUG LABEL,SOLUTION,INHALATION,NDA,021779,VENTAVIS,ILOPROST,2022/07/26,Prostacycline,2004,ACTELION PHARMACEUTICALS US INC,2005/05/07-; 2009/08/24-,66215-302; 66215-303,JED5K35YGL,iloprost,iloprost,JED5K35YGL,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d3bebc1c-f032-402a-bbc9-aff024276ed1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d3bebc1c-f032-402a-bbc9-aff024276ed1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d3bebc1c-f032-402a-bbc9-aff024276ed1,d3bebc1c-f032-402a-bbc9-aff024276ed1,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,NDA,021588,Gleevec,IMATINIB MESYLATE,2024/03/01,Kinase Inhibitor,2001,NOVARTIS PHARMACEUTICALS CORPORATION,2001/05/15-; 2014/12/23-,0078-0401; 0078-0649,8A1O1M485B,IMATINIB MESYLATE,IMATINIB,BKJ8M8G5HI,https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/211ef2da-2868-4a77-8055-1cb2cd78e24b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=211ef2da-2868-4a77-8055-1cb2cd78e24b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=211ef2da-2868-4a77-8055-1cb2cd78e24b,211ef2da-2868-4a77-8055-1cb2cd78e24b,,,
