,generic_name,binary_determination,confidence_determination,yes_no_prompts,confidence_prompts,urls
738,NARATRIPTAN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/93b7e6c2-e6a7-4f6b-9ecd-62d6bb0a6dda/spl-doc
739,NATEGLINIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/88698921-cd8f-4d41-96e6-ff671913c5c3/spl-doc
740,NEBIVOLOL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a9bad35e-cd48-48f1-93ca-46490dbf70a8/spl-doc
741,NEFAZODONE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0bd4c34a-4f43-4c84-8b98-1d074cba97d5/spl-doc
742,NELARABINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/fffa5d75-0dba-4ad7-a252-5f60fa28489a/spl-doc
743,NELFINAVIR MESYLATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e72c2bc6-9462-4a2e-8e1d-b97592376cbd/spl-doc
744,NEOMYCIN SULFATE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0aa6947b-4739-4b00-be93-7303a5fc687d/spl-doc
745,NEOSTIGMINE METHYLSULFATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/088f96eb-20b8-48f8-ac83-329f75a44ce1/spl-doc
746,NERATINIB,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d1e41dcf-e82a-47c2-a0ad-6c6eef621834/spl-doc
747,NEVIRAPINE,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5ec05500-6333-4bd0-ac83-464fad0d5162/spl-doc
748,NIACIN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/fc312806-1441-478d-95a2-68ce9a7a796d/spl-doc
749,NICARDIPINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/a3e33add-0d09-423a-9109-42e5ba7148d5/spl-doc
750,NIFEDIPINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8ebcb33c-f43b-4b36-9f94-9774b2a59e06/spl-doc
751,NIFURTIMOX,No,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/90d09714-a8b1-4696-8ada-f99dc54d0721/spl-doc
752,NILOTINIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/6093952a-5248-45cb-ad17-33716a411146/spl-doc
753,NIMODIPINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e660fa26-b5c4-4d6d-8887-9e22b6666a10/spl-doc
754,NINTEDANIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/da1c9f37-779e-4682-816f-93d0faa4cfc9/spl-doc
755,NIRAPARIB,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/b7f675e2-159c-490c-b6f4-3f16d9492b7d/spl-doc
756,NISOLDIPINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/589157fa-d129-4de3-be3d-e0e1c22c5873/spl-doc
757,NITAZOXANIDE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e90f98d9-3c9b-4e75-ba18-5517283eadf0/spl-doc
758,NITISINONE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/00fd1905-27e4-420e-8dc5-a69e4ddc1526/spl-doc
759,NITROFURANTOIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/00af0dea-ac7b-43f2-9f51-2a9f9e7f7d21/spl-doc
760,NITROGLYCERIN,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/603aa9ed-54c4-4a35-ade4-690fa44850e4/spl-doc
761,NIZATIDINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/39e62997-8781-449a-e054-00144ff88e88/spl-doc
762,NOREPINEPHRINE BITARTRATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/2c7dd2b0-cc10-4db6-bf56-6eb154ebeb10/spl-doc
763,NORETHINDRONE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6fea0c04-cfbc-4bd2-8a1f-fa3d5ed2a941/spl-doc
764,NORTRIPTYLINE HYDROCHLORIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/e17dc299-f52d-414d-ab6e-e809bd6f8acb/spl-doc
765,NUSINERSEN,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/dd70cd5f-b0fc-4ba4-a5ea-89a34778bd94/spl-doc
766,OBETICHOLIC ACID,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/cdfbe0cd-eb15-45a1-ac17-531bcda21aec/spl-doc
767,OCTREOTIDE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/58d80bc6-bdfb-4908-93e7-aace447c8d1a/spl-doc
768,OCTREOTIDE ACETATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d0b7fe9e-7000-4b79-ba3b-291ce92c14f9/spl-doc
769,ODEVIXIBAT,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/0935cd31-3251-4a0a-ac23-25ca4be12be9/spl-doc
770,OLANZAPINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/d5051fbc-846b-4946-82df-341fb1216341/spl-doc
771,OLANZAPINE PAMOATE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/f9a73185-88de-4d7b-b3c0-bbf231483241/spl-doc
772,OLAPARIB,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/741ff3e3-dc1a-45a6-84e5-2481b27131aa/spl-doc
773,OLICERIDINE,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/ce167984-8b9d-40b7-84ce-d0f33fff1eaa/spl-doc
774,OLMESARTAN MEDOXOMIL,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5b6f8a18-8f8a-4521-81c3-3a39c73c6646/spl-doc
775,OLSALAZINE SODIUM,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/8512d0c6-db4e-4673-b3b4-28975c18413f/spl-doc
776,OMADACYCLINE,No,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/51591524-4703-44c6-8bde-dce3e6a463d1/spl-doc
777,OMEGA-3-ACID ETHYL ESTERS,Yes,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No","Are you confident in your answer?
        Now, answer with just one word: Yes or No",https://fdalabel.fda.gov:8443/fdalabel/services/spl/set-ids/5fe15bdb-f59f-4b87-8e5d-8a3d5683eb3d/spl-doc
