,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
599,LENALIDOMIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",5fa97bf5-28a2-48f1-8955-f56012d296be,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5fa97bf5-28a2-48f1-8955-f56012d296be&type=display
600,LENVATINIB,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f4bedd21-efde-44c6-9d9c-b48b78d7ed1e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=f4bedd21-efde-44c6-9d9c-b48b78d7ed1e&type=display
601,LETERMOVIR,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1b49df80-be4f-47e0-a0b7-123f3e69395b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1b49df80-be4f-47e0-a0b7-123f3e69395b&type=display
602,LETROZOLE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",82b77d74-085f-45ac-a7dd-1f5c038bf406,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=82b77d74-085f-45ac-a7dd-1f5c038bf406&type=display
603,LEUCOVORIN CALCIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",33663425-4731-4977-9127-9e59b6b91497,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=33663425-4731-4977-9127-9e59b6b91497&type=display
604,LEUPROLIDE ACETATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cbc8f94e-7330-4465-05ad-16d64493a5dd,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cbc8f94e-7330-4465-05ad-16d64493a5dd&type=display
605,LEVAMLODIPINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c3cca66e-348a-43e8-8f96-e995104dae3d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c3cca66e-348a-43e8-8f96-e995104dae3d&type=display
606,LEVETIRACETAM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2919e43b-69a8-434c-a2d2-1f3ecd7554c0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2919e43b-69a8-434c-a2d2-1f3ecd7554c0&type=display
607,LEVOCARNITINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b2cbc620-59fd-47b6-9e4b-7e3e31533a1c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b2cbc620-59fd-47b6-9e4b-7e3e31533a1c&type=display
608,LEVOCETIRIZINE DIHYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",371ca86d-7ffd-4f20-b6c6-af0a9ff7362f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=371ca86d-7ffd-4f20-b6c6-af0a9ff7362f&type=display
609,LEVOFLOXACIN,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",15a80e60-5d8b-4085-ba4c-7616af1ac96b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=15a80e60-5d8b-4085-ba4c-7616af1ac96b&type=display
610,LEVOKETOCONAZOLE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d4c5fead-bc4a-fb02-e053-2a95a90ae4fc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d4c5fead-bc4a-fb02-e053-2a95a90ae4fc&type=display
611,LEVOLEUCOVORIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",344f65ac-9f04-49d7-b7c3-4ba19bd7b429,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=344f65ac-9f04-49d7-b7c3-4ba19bd7b429&type=display
612,LEVONORGESTREL,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",aaf0eb2a-f88a-4f26-a445-0fd30176c326,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=aaf0eb2a-f88a-4f26-a445-0fd30176c326&type=display
613,LEVORPHANOL TARTRATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",deed8652-9b9d-48b4-8c3e-9fdd7c46237e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=deed8652-9b9d-48b4-8c3e-9fdd7c46237e&type=display
614,LEVOTHYROXINE SODIUM,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1e11ad30-1041-4520-10b0-8f9d30d30fcc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1e11ad30-1041-4520-10b0-8f9d30d30fcc&type=display
615,LEVOTHYROXINE SODIUM ANHYDROUS,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",9d815416-11c9-470e-a82f-89b0bf232e12,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=9d815416-11c9-470e-a82f-89b0bf232e12&type=display
616,LEXISCAN(R) (REGADENOSON),Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",99640071-4db2-9317-e053-2995a90a610d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=99640071-4db2-9317-e053-2995a90a610d&type=display
617,LINACLOTIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",09beda19-56d6-4a56-afdc-9a77b70b2ef3,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=09beda19-56d6-4a56-afdc-9a77b70b2ef3&type=display
618,LINAGLIPTIN,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c797ea5c-cab7-494b-9044-27eba0cfe40f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c797ea5c-cab7-494b-9044-27eba0cfe40f&type=display
619,LINCOMYCIN HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c01906fa-2c73-4c13-9765-2fd06628d263,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c01906fa-2c73-4c13-9765-2fd06628d263&type=display
620,LINEZOLID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3e5e9975-6f36-42e4-ab46-0e75dda83592,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3e5e9975-6f36-42e4-ab46-0e75dda83592&type=display
621,LIOTHYRONINE SODIUM,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",51452b31-ff68-4e0c-b982-c15502ebf1d3,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=51452b31-ff68-4e0c-b982-c15502ebf1d3&type=display
622,LIRAGLUTIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",5a9ef4ea-c76a-4d34-a604-27c5b505f5a4,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=5a9ef4ea-c76a-4d34-a604-27c5b505f5a4&type=display
623,LISDEXAMFETAMINE DIMESYLATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",704e4378-ca83-445c-8b45-3cfa51c1ecad,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=704e4378-ca83-445c-8b45-3cfa51c1ecad&type=display
624,LISINOPRIL,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",838c2d78-d2d8-4981-9ec9-e50ef9e1a5d8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=838c2d78-d2d8-4981-9ec9-e50ef9e1a5d8&type=display
625,LITHIUM,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e95036c7-542a-437a-969b-f95f6f949f84,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e95036c7-542a-437a-969b-f95f6f949f84&type=display
626,LOFEXIDINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b748f308-ba71-4fd9-84ec-ec7e0f210885,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b748f308-ba71-4fd9-84ec-ec7e0f210885&type=display
627,LOMITAPIDE MESYLATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",61a0be9d-ee58-43e0-b5cb-141011835081,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=61a0be9d-ee58-43e0-b5cb-141011835081&type=display
628,LOMUSTINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7f77526b-4c40-409c-82ea-d0f934d89cc2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7f77526b-4c40-409c-82ea-d0f934d89cc2&type=display
